viagem_id,veiculo_id,motorista_id,geocerca_origem_id,geocerca_destino_id,data_inicio,data_fim_prevista,data_fim_real,status,distancia_km,peso_carga_kg,nota_fiscal
VIA-000523,VEI-0088,MOT-0061,GEO-0006,GEO-0026,2026-04-28 21:34:58.456500,2026-04-30 19:34:58.456500,,cancelada,771,14356,NF-666216
VIA-000524,VEI-0072,MOT-0010,GEO-0008,GEO-0007,2026-04-28 21:37:06.216780,2026-04-29 14:37:06.216780,2026-04-29 19:37:06.216780,concluida,555,8437,NF-256749
VIA-000525,VEI-0009,MOT-0012,GEO-0007,GEO-0008,2026-04-28 21:37:55.803114,2026-04-29 01:37:55.803114,2026-04-29 09:37:55.803114,concluida,1376,23318,NF-907808
VIA-000526,VEI-0030,MOT-0027,GEO-0008,GEO-0005,2026-04-28 21:39:24.877289,2026-04-30 21:39:24.877289,,em_transito,2266,34593,NF-313721
VIA-000527,VEI-0123,MOT-0050,GEO-0003,GEO-0006,2026-04-28 21:39:08.409498,2026-04-29 08:39:08.409498,2026-04-29 07:39:08.409498,concluida,580,32324,NF-316144
VIA-000528,VEI-0148,MOT-0074,GEO-0001,GEO-0022,2026-04-28 21:33:44.787989,2026-04-29 16:33:44.787989,2026-04-29 14:33:44.787989,concluida,473,35556,NF-971813
VIA-000529,VEI-0117,MOT-0090,GEO-0008,GEO-0027,2026-04-28 21:36:27.770106,2026-04-30 23:36:27.770106,2026-04-30 21:36:27.770106,concluida,272,20619,NF-992808
VIA-000530,VEI-0101,MOT-0048,GEO-0001,GEO-0038,2026-04-28 21:39:04.074371,2026-04-30 17:39:04.074371,2026-04-30 23:39:04.074371,concluida,812,21523,NF-216385
VIA-000531,VEI-0041,MOT-0032,GEO-0007,GEO-0004,2026-04-28 21:33:53.117164,2026-04-30 00:33:53.117164,2026-04-30 05:33:53.117164,concluida,97,1949,NF-156428
VIA-000532,VEI-0074,MOT-0004,GEO-0007,GEO-0021,2026-04-28 21:34:09.113225,2026-04-30 06:34:09.113225,2026-04-30 05:34:09.113225,concluida,2324,23887,
VIA-000533,VEI-0131,MOT-0022,GEO-0006,GEO-0004,2026-04-28 21:33:58.707220,2026-04-30 06:33:58.707220,2026-04-30 11:33:58.707220,concluida,1427,16148,NF-317754
VIA-000534,VEI-0014,MOT-0031,GEO-0002,GEO-0022,2026-04-28 21:38:32.610397,2026-04-29 16:38:32.610397,2026-04-29 14:38:32.610397,concluida,2061,13256,NF-479895
VIA-000535,VEI-0065,MOT-0031,GEO-0005,GEO-0029,2026-04-28 21:38:57.233848,2026-04-29 21:38:57.233848,,em_transito,2014,38247,NF-705114
VIA-000536,VEI-0141,MOT-0077,GEO-0005,GEO-0006,2026-04-28 21:39:22.748782,2026-04-29 08:39:22.748782,2026-04-29 10:39:22.748782,concluida,2329,33324,NF-881826
VIA-000537,VEI-0014,MOT-0031,GEO-0008,GEO-0035,2026-04-28 21:36:15.538388,2026-05-01 03:36:15.538388,2026-05-01 10:36:15.538388,concluida,1236,8447,NF-644577
VIA-000538,VEI-0136,MOT-0044,GEO-0007,GEO-0004,2026-04-28 21:36:17.608723,2026-05-01 17:36:17.608723,2026-05-01 18:36:17.608723,concluida,1161,627,NF-916249
VIA-000539,VEI-0033,MOT-0023,GEO-0005,GEO-0033,2026-04-28 21:36:03.707300,2026-04-30 21:36:03.707300,,em_transito,1301,27644,NF-665210
VIA-000540,VEI-0073,MOT-0105,GEO-0008,GEO-0019,2026-04-28 21:36:17.798647,2026-04-29 03:36:17.798647,2026-04-29 02:36:17.798647,concluida,394,1153,NF-282244
VIA-000541,VEI-0086,MOT-0007,GEO-0003,GEO-0023,2026-04-28 21:37:49.684498,2026-04-29 12:37:49.684498,2026-04-29 11:37:49.684498,concluida,1481,14312,NF-776160
VIA-000542,VEI-0130,MOT-0084,GEO-0002,GEO-0008,2026-04-28 21:39:12.065976,2026-04-29 16:39:12.065976,2026-04-29 22:39:12.065976,concluida,1257,28503,NF-808571
VIA-000543,VEI-0019,MOT-0114,GEO-0004,GEO-0028,2026-04-28 21:33:38.956258,2026-04-29 14:33:38.956258,2026-04-29 17:33:38.956258,concluida,2097,38229,NF-427442
VIA-000544,VEI-0136,MOT-0025,GEO-0004,GEO-0020,2026-04-28 21:35:32.105804,2026-04-30 03:35:32.105804,2026-04-30 11:35:32.105804,concluida,379,1170,NF-469238
VIA-000545,VEI-0004,MOT-0048,GEO-0001,GEO-0036,2026-04-28 21:37:35.316382,2026-05-01 11:37:35.316382,2026-05-01 14:37:35.316382,concluida,1553,35014,NF-319255
VIA-000546,VEI-0013,MOT-0046,GEO-0001,GEO-0036,2026-04-28 21:37:29.279042,2026-04-30 02:37:29.279042,2026-04-30 08:37:29.279042,concluida,1596,27358,
VIA-000547,VEI-0127,MOT-0050,GEO-0004,GEO-0019,2026-04-28 21:37:48.587302,2026-05-01 11:37:48.587302,2026-05-01 10:37:48.587302,concluida,1493,15773,NF-850924
VIA-000548,VEI-0098,MOT-0014,GEO-0001,GEO-0031,2026-04-28 21:34:32.575333,2026-04-30 12:34:32.575333,2026-04-30 16:34:32.575333,concluida,1450,9285,NF-690321
VIA-000549,VEI-0099,MOT-0091,GEO-0004,GEO-0024,2026-04-28 21:36:52.463041,2026-04-30 16:36:52.463041,,em_transito,1223,20067,NF-236146
VIA-000550,VEI-0007,MOT-0036,GEO-0006,GEO-0003,2026-04-28 21:35:04.958486,2026-05-01 02:35:04.958486,2026-05-01 00:35:04.958486,concluida,692,13300,NF-542960
VIA-000551,VEI-0040,MOT-0002,GEO-0002,GEO-0038,,2026-04-30 01:35:10.000780,2026-04-30 03:35:10.000780,concluida,1555,14314,NF-851522
VIA-000552,VEI-0146,MOT-0077,GEO-0008,GEO-0035,2026-04-28 21:35:08.249854,2026-04-30 18:35:08.249854,2026-05-01 00:35:08.249854,concluida,457,17443,NF-575405
VIA-000553,VEI-0073,MOT-0022,GEO-0001,GEO-0034,2026-04-28 21:37:31.722913,2026-04-30 10:37:31.722913,,atrasada,256,15161,NF-945544
VIA-000554,VEI-0074,MOT-0089,GEO-0007,GEO-0005,2026-04-28 21:33:49.214028,2026-04-30 01:33:49.214028,,em_transito,1754,33994,NF-748094
VIA-000555,VEI-0019,MOT-0111,GEO-0008,GEO-0023,2026-04-28 21:34:57.788970,2026-05-01 18:34:57.788970,2026-05-01 21:34:57.788970,concluida,976,3385,NF-723236
VIA-000556,VEI-0085,MOT-0044,GEO-0006,GEO-0003,2026-04-28 21:34:41.205698,2026-05-01 01:34:41.205698,,cancelada,2257,507,NF-786213
VIA-000557,VEI-0105,MOT-0039,GEO-0008,GEO-0028,2026-04-28 21:35:48.863519,2026-04-29 17:35:48.863519,2026-04-30 01:35:48.863519,concluida,123,1073,NF-165843
VIA-000558,VEI-0127,MOT-0055,GEO-0004,GEO-0001,2026-04-28 21:37:05.067599,2026-04-29 05:37:05.067599,2026-04-29 04:37:05.067599,concluida,2348,28228,NF-455238
VIA-000559,VEI-0147,MOT-0025,GEO-0005,GEO-0003,2026-04-28 21:35:12.707951,2026-04-30 05:35:12.707951,2026-04-30 09:35:12.707951,concluida,2222,14718,NF-416779
VIA-000560,VEI-0090,MOT-0033,GEO-0005,GEO-0004,2026-04-28 21:37:58.355710,2026-05-01 05:37:58.355710,2026-05-01 03:37:58.355710,concluida,1453,8136,NF-846619
VIA-000561,VEI-0041,MOT-0068,GEO-0008,GEO-0023,2026-04-28 21:35:32.929365,2026-04-30 08:35:32.929365,2026-04-30 12:35:32.929365,concluida,554,31303,NF-964835
VIA-000562,VEI-0147,MOT-0104,GEO-0004,GEO-0033,2026-04-28 21:38:48.534940,2026-04-30 00:38:48.534940,,atrasada,2063,19610,NF-395633
VIA-000563,VEI-0146,MOT-0101,GEO-0004,GEO-0025,2026-04-28 21:37:16.383747,2026-05-01 16:37:16.383747,,em_transito,245,4025,NF-378661
VIA-000564,VEI-0127,MOT-0101,GEO-0002,GEO-0029,2026-04-28 21:35:12.470137,2026-04-30 10:35:12.470137,,em_transito,2209,1599,NF-278048
VIA-000565,VEI-0138,MOT-0100,GEO-0001,GEO-0028,2026-04-28 21:39:02.118447,2026-04-29 16:39:02.118447,,em_transito,1472,27928,NF-768345
VIA-000566,VEI-0002,MOT-0041,GEO-0004,GEO-0028,2026-04-28 21:34:58.122046,2026-05-01 19:34:58.122046,2026-05-01 17:34:58.122046,concluida,2298,21050,NF-834277
VIA-000567,VEI-0042,MOT-0055,GEO-0006,GEO-0023,2026-04-28 21:34:51.115052,2026-04-30 00:34:51.115052,2026-04-30 02:34:51.115052,concluida,111,15871,NF-537431
VIA-000568,VEI-0065,MOT-0105,GEO-0001,GEO-0032,2026-04-28 21:35:14.388537,2026-04-30 16:35:14.388537,2026-04-30 15:35:14.388537,concluida,1160,9572,NF-229813
VIA-000569,VEI-0015,MOT-0113,GEO-0003,GEO-0022,2026-04-28 21:38:11.773144,2026-05-01 01:38:11.773144,2026-05-01 06:38:11.773144,concluida,706,1002,NF-514526
VIA-000570,VEI-0101,MOT-0089,GEO-0007,GEO-0026,2026-04-28 21:35:59.869067,2026-04-30 04:35:59.869067,2026-04-30 06:35:59.869067,concluida,270,14890,NF-343598
VIA-000571,VEI-0068,MOT-0008,GEO-0005,GEO-0029,2026-04-28 21:35:13.665143,2026-04-30 12:35:13.665143,,atrasada,1097,17866,NF-502129
VIA-000572,VEI-0092,MOT-0099,GEO-0001,GEO-0037,2026-04-28 21:39:22.207289,2026-04-29 13:39:22.207289,2026-04-29 20:39:22.207289,concluida,1524,36990,NF-794622
VIA-000573,VEI-0086,MOT-0073,GEO-0007,GEO-0023,2026-04-28 21:34:32.553854,2026-04-29 05:34:32.553854,2026-04-29 12:34:32.553854,concluida,1602,21505,NF-705461
VIA-000574,VEI-0118,MOT-0084,GEO-0004,GEO-0037,2026-04-28 21:38:29.217706,2026-04-30 01:38:29.217706,2026-04-30 07:38:29.217706,concluida,1013,27364,NF-477894
VIA-000575,VEI-0074,MOT-0114,GEO-0006,GEO-0032,2026-04-28 21:35:22.875839,2026-05-01 10:35:22.875839,2026-05-01 18:35:22.875839,concluida,2421,6725,NF-278983
VIA-000576,VEI-0117,MOT-0034,GEO-0003,GEO-0021,2026-04-28 21:35:14.278333,2026-05-01 19:35:14.278333,,atrasada,997,5436,NF-950842
VIA-000577,VEI-0121,MOT-0049,GEO-0004,GEO-0021,2026-04-28 21:37:01.676297,2026-04-30 16:37:01.676297,,em_transito,568,6676,
VIA-000578,VEI-0111,MOT-0032,GEO-0006,GEO-0038,2026-04-28 21:39:06.386667,2026-04-30 00:39:06.386667,,atrasada,1718,15726,NF-773215
VIA-000579,VEI-0062,MOT-0078,GEO-0005,GEO-0031,2026-04-28 21:36:49.800370,2026-04-30 16:36:49.800370,,em_transito,1930,32896,NF-515658
VIA-000580,VEI-0095,MOT-0108,GEO-0005,GEO-0024,2026-04-28 21:38:09.608787,2026-04-29 10:38:09.608787,,atrasada,1944,7757,NF-646026
VIA-000581,VEI-0114,MOT-0030,GEO-0005,GEO-0023,2026-04-28 21:36:19.122214,2026-05-01 09:36:19.122214,2026-05-01 13:36:19.122214,concluida,1724,12500,NF-919442
VIA-000582,VEI-0101,MOT-0019,GEO-0008,GEO-0037,2026-04-28 21:34:15.530753,2026-05-01 09:34:15.530753,2026-05-01 13:34:15.530753,concluida,257,22658,
VIA-000583,VEI-0133,MOT-0059,GEO-0003,GEO-0024,2026-04-28 21:36:37.054880,2026-04-30 08:36:37.054880,2026-04-30 08:36:37.054880,concluida,1164,34026,NF-466005
VIA-000584,VEI-0126,MOT-0097,GEO-0003,GEO-0030,2026-04-28 21:39:19.714854,2026-05-01 19:39:19.714854,2026-05-02 03:39:19.714854,concluida,1949,13850,NF-662931
VIA-000585,VEI-0003,MOT-0072,GEO-0008,GEO-0006,2026-04-28 21:37:06.735506,2026-05-01 01:37:06.735506,2026-05-01 03:37:06.735506,concluida,602,10164,NF-667643
VIA-000586,VEI-0018,MOT-0116,GEO-0001,GEO-0030,2026-04-28 21:38:42.693798,2026-04-30 19:38:42.693798,2026-04-30 18:38:42.693798,concluida,1093,22517,NF-502412
VIA-000587,VEI-0087,MOT-0052,GEO-0004,GEO-0025,2026-04-28 21:35:06.391366,2026-04-30 15:35:06.391366,,em_transito,1295,6411,NF-909671
VIA-000588,VEI-0094,MOT-0116,GEO-0007,GEO-0032,2026-04-28 21:36:02.172268,2026-05-01 03:36:02.172268,2026-05-01 07:36:02.172268,concluida,2038,5220,NF-689033
VIA-000589,VEI-0097,MOT-0108,GEO-0008,GEO-0019,2026-04-28 21:38:03.530699,2026-04-29 18:38:03.530699,2026-04-29 20:38:03.530699,concluida,1995,26513,NF-901999
VIA-000590,VEI-0093,MOT-0022,GEO-0004,GEO-0037,2026-04-28 21:34:47.173279,2026-04-29 12:34:47.173279,,atrasada,1971,2508,NF-225071
VIA-000591,VEI-0086,MOT-0023,GEO-0004,GEO-0038,2026-04-28 21:36:21.321400,2026-05-01 08:36:21.321400,2026-05-01 10:36:21.321400,concluida,1181,18303,NF-437447
VIA-000592,VEI-0130,MOT-0034,GEO-0008,GEO-0030,2026-04-28 21:35:50.871884,2026-04-30 09:35:50.871884,,em_transito,333,3178,NF-611384
VIA-000593,VEI-0034,MOT-0098,GEO-0004,GEO-0029,2026-04-28 21:34:19.733052,2026-04-30 06:34:19.733052,2026-04-30 11:34:19.733052,concluida,1389,23405,NF-615103
VIA-000594,VEI-0082,MOT-0030,GEO-0002,GEO-0033,2026-04-28 21:34:50.936322,2026-05-01 06:34:50.936322,2026-05-01 08:34:50.936322,concluida,2376,1841,NF-468016
VIA-000595,VEI-0140,MOT-0115,GEO-0006,GEO-0024,2026-04-28 21:38:53.197435,2026-04-30 16:38:53.197435,2026-04-30 22:38:53.197435,concluida,609,29340,NF-521988
VIA-000596,VEI-0118,MOT-0067,GEO-0005,GEO-0002,2026-04-28 21:38:48.372008,2026-04-29 09:38:48.372008,,cancelada,2406,10801,NF-207223
VIA-000597,VEI-0025,MOT-0062,GEO-0004,GEO-0007,2026-04-28 21:36:04.873741,2026-04-30 11:36:04.873741,2026-04-30 15:36:04.873741,concluida,1591,15105,NF-408344
VIA-000598,VEI-0029,MOT-0049,GEO-0004,GEO-0025,2026-04-28 21:37:06.112758,2026-04-29 02:37:06.112758,2026-04-29 03:37:06.112758,concluida,1293,8876,NF-929582
VIA-000599,VEI-0140,MOT-9999,GEO-0008,GEO-0035,2026-04-28 21:38:41.151974,2026-04-30 05:38:41.151974,,cancelada,441,4012,NF-819891
VIA-000600,VEI-0129,MOT-0113,GEO-0002,GEO-0030,2026-04-28 21:39:34.783990,2026-04-30 09:39:34.783990,2026-04-30 16:39:34.783990,concluida,-639,23238,NF-960049
VIA-000601,VEI-0122,MOT-0105,GEO-0002,GEO-0029,2026-04-28 21:39:10.711941,2026-05-01 19:39:10.711941,2026-05-01 20:39:10.711941,concluida,577,19000,NF-834428
VIA-000602,VEI-0059,MOT-0045,GEO-0004,GEO-0037,,2026-04-29 17:34:13.150538,,atrasada,1478,25779,NF-119546
VIA-000603,VEI-0086,MOT-0103,GEO-0003,GEO-0021,2026-04-28 21:35:19.473269,2026-04-29 11:35:19.473269,2026-04-29 15:35:19.473269,concluida,1613,34572,NF-211692
VIA-000604,VEI-0037,MOT-0094,GEO-0008,GEO-0027,2026-04-28 21:39:25.742501,2026-04-30 01:39:25.742501,,atrasada,1490,35325,NF-873958
VIA-000605,VEI-0033,MOT-0064,GEO-0007,GEO-0005,2026-04-28 21:35:55.093296,2026-05-01 20:35:55.093296,,em_transito,1283,6292,NF-805162
VIA-000606,VEI-0049,MOT-0060,GEO-0005,GEO-0028,2026-04-28 21:36:02.703587,2026-04-29 03:36:02.703587,,em_transito,1170,33590,NF-430452
VIA-000607,VEI-0109,MOT-0102,GEO-0008,GEO-0020,2026-04-28 21:35:26.689910,2026-05-01 00:35:26.689910,2026-05-01 01:35:26.689910,concluida,824,25652,NF-239183
VIA-000608,VEI-0115,MOT-0087,GEO-0008,GEO-0026,2026-04-28 21:38:28.614207,2026-04-30 04:38:28.614207,2026-04-30 09:38:28.614207,concluida,1600,20153,NF-607430
VIA-000609,VEI-0060,MOT-0025,GEO-0007,GEO-0024,2026-04-28 21:35:46.694800,2026-04-30 03:35:46.694800,2026-04-30 03:35:46.694800,concluida,1447,15109,NF-651145
VIA-000610,VEI-0020,MOT-0072,GEO-0002,GEO-0035,2026-04-28 21:36:46.708856,2026-04-30 18:36:46.708856,2026-04-30 16:36:46.708856,concluida,1487,29579,
VIA-000611,VEI-0105,MOT-0084,GEO-0002,GEO-0031,2026-04-28 21:35:56.496744,2026-05-01 10:35:56.496744,2026-05-01 09:35:56.496744,concluida,566,11222,NF-915144
VIA-000612,VEI-0149,MOT-0057,GEO-0001,GEO-0007,2026-04-28 21:38:42.050975,2026-04-30 18:38:42.050975,,atrasada,589,37296,NF-622040
VIA-000613,VEI-0102,MOT-0031,GEO-0002,GEO-0038,2026-04-28 21:33:48.347375,2026-04-30 05:33:48.347375,2026-04-30 06:33:48.347375,concluida,1971,21144,NF-314883
VIA-000614,VEI-0002,MOT-0073,GEO-0001,GEO-0021,2026-04-28 21:33:40.239968,2026-04-30 07:33:40.239968,,em_transito,1471,38571,NF-977610
VIA-000615,VEI-0095,MOT-0082,GEO-0004,GEO-0036,2026-04-28 21:36:43.379772,2026-05-01 14:36:43.379772,2026-05-01 12:36:43.379772,concluida,1828,15745,NF-917824
VIA-000616,VEI-0133,MOT-0099,GEO-0001,GEO-0038,2026-04-28 21:37:33.704861,2026-05-01 21:37:33.704861,2026-05-01 21:37:33.704861,concluida,440,22253,NF-962490
VIA-000617,VEI-0087,MOT-0113,GEO-0004,GEO-0023,2026-04-28 21:38:03.575330,2026-04-29 17:38:03.575330,2026-04-30 01:38:03.575330,concluida,469,32003,NF-946831
VIA-000618,VEI-0055,MOT-0097,GEO-0008,GEO-0027,2026-04-28 21:35:48.355814,2026-05-01 10:35:48.355814,,em_transito,1822,24826,NF-563254
VIA-000619,VEI-0131,MOT-0033,GEO-0007,GEO-0038,2026-04-28 21:34:31.463402,2026-04-30 06:34:31.463402,,atrasada,81,26603,NF-552701
VIA-000620,VEI-0063,MOT-0120,GEO-0001,GEO-0006,2026-04-28 21:36:22.680332,2026-04-30 18:36:22.680332,2026-05-01 01:36:22.680332,concluida,799,33542,NF-996517
VIA-000621,VEI-0109,MOT-0076,GEO-0001,GEO-0036,2026-04-28 21:38:47.377184,2026-04-29 18:38:47.377184,2026-04-29 16:38:47.377184,concluida,425,30786,NF-746766
VIA-000622,VEI-0081,MOT-0038,GEO-0006,GEO-0019,2026-04-28 21:38:52.927569,2026-04-29 20:38:52.927569,2026-04-30 00:38:52.927569,concluida,657,19861,NF-370242
VIA-000623,VEI-0056,MOT-0022,GEO-0007,GEO-0036,2026-04-28 21:37:36.565651,2026-04-29 15:37:36.565651,2026-04-29 15:37:36.565651,concluida,684,6292,NF-321403
VIA-000624,VEI-0117,MOT-0092,GEO-0001,GEO-0006,2026-04-28 21:39:07.049836,2026-05-01 02:39:07.049836,2026-05-01 01:39:07.049836,concluida,1569,36448,NF-204086
VIA-000625,VEI-0081,MOT-0073,GEO-0007,GEO-0019,2026-04-28 21:35:57.033364,2026-04-29 01:35:57.033364,2026-04-29 01:35:57.033364,concluida,1166,9341,NF-208730
VIA-000626,VEI-0108,MOT-0010,GEO-0002,GEO-0037,2026-04-28 21:35:16.355989,2026-04-30 07:35:16.355989,,em_transito,2087,37641,NF-822015
VIA-000627,VEI-0046,MOT-0025,GEO-0002,GEO-0004,2026-04-28 21:35:30.095015,2026-04-30 19:35:30.095015,2026-04-30 22:35:30.095015,concluida,1290,22877,NF-603378
VIA-000628,VEI-0016,MOT-0033,GEO-0005,GEO-0033,2026-04-28 21:38:23.445022,2026-05-01 14:38:23.445022,2026-05-01 12:38:23.445022,concluida,2215,10531,NF-423916
VIA-000629,VEI-0045,MOT-0044,GEO-0001,GEO-0025,2026-04-28 21:38:39.624822,2026-05-01 14:38:39.624822,2026-05-01 17:38:39.624822,concluida,889,20347,NF-120669
VIA-000630,VEI-0049,MOT-0057,GEO-0007,GEO-0028,2026-04-28 21:35:19.612282,2026-04-29 10:35:19.612282,2026-04-29 12:35:19.612282,concluida,678,32513,NF-863536
VIA-000631,VEI-0014,MOT-0006,GEO-0002,GEO-0036,2026-04-28 21:38:13.922508,2026-05-01 08:38:13.922508,2026-05-01 10:38:13.922508,concluida,2445,13340,NF-935757
VIA-000632,VEI-0111,MOT-0052,GEO-0007,GEO-0025,2026-04-28 21:39:07.060293,2026-05-01 14:39:07.060293,2026-05-01 13:39:07.060293,concluida,1913,17626,NF-643772
VIA-000633,VEI-0008,MOT-0081,GEO-0008,GEO-0003,2026-04-28 21:37:01.053802,2026-04-29 21:37:01.053802,2026-04-29 21:37:01.053802,concluida,1590,31988,NF-132296
VIA-000634,VEI-0138,MOT-0026,GEO-0002,GEO-0037,2026-04-28 21:33:52.006113,2026-05-01 21:33:52.006113,,em_transito,2184,31234,NF-258176
VIA-000635,VEI-0094,MOT-0019,GEO-0003,GEO-0036,2026-04-28 21:34:03.525314,2026-04-29 06:34:03.525314,2026-04-29 14:34:03.525314,concluida,495,4837,NF-985975
VIA-000636,VEI-0112,MOT-0102,GEO-0003,GEO-0019,2026-04-28 21:34:02.318702,2026-05-01 13:34:02.318702,2026-05-01 16:34:02.318702,concluida,1529,34052,NF-288779
VIA-000637,VEI-0083,MOT-0025,GEO-0003,GEO-0029,2026-04-28 21:33:55.440117,2026-04-29 12:33:55.440117,2026-04-29 19:33:55.440117,concluida,967,20999,NF-308750
VIA-000638,VEI-0025,MOT-0097,GEO-0001,GEO-0007,2026-04-28 21:39:06.896502,2026-04-29 04:39:06.896502,2026-04-29 04:39:06.896502,concluida,2124,3751,NF-663217
VIA-000639,VEI-0078,MOT-0058,GEO-0003,GEO-0019,2026-04-28 21:34:59.842833,2026-05-01 04:34:59.842833,2026-05-01 05:34:59.842833,concluida,351,34137,NF-720808
VIA-000640,VEI-0122,MOT-0055,GEO-0005,GEO-0023,2026-04-28 21:35:48.305555,2026-04-29 23:35:48.305555,2026-04-30 06:35:48.305555,concluida,1880,11067,NF-720845
VIA-000641,VEI-0109,MOT-0106,GEO-0003,GEO-0029,2026-04-28 21:34:01.678671,2026-04-29 21:34:01.678671,,atrasada,1114,32755,NF-837910
VIA-000642,VEI-0048,MOT-0094,GEO-0004,GEO-0001,2026-04-28 21:39:30.053385,2026-04-30 19:39:30.053385,2026-04-30 19:39:30.053385,concluida,220,16149,NF-693184
VIA-000643,VEI-0102,MOT-0089,GEO-0002,GEO-0008,2026-04-28 21:39:22.644260,2026-05-01 08:39:22.644260,2026-05-01 07:39:22.644260,concluida,787,9985,NF-560539
VIA-000644,VEI-0018,MOT-0106,GEO-0002,GEO-0021,2026-04-28 21:33:40.469821,2026-05-01 18:33:40.469821,,em_transito,1404,27949,NF-694119
VIA-000645,VEI-0109,MOT-0110,GEO-0007,GEO-0034,2026-04-28 21:35:13.232214,2026-04-30 09:35:13.232214,2026-04-30 14:35:13.232214,concluida,1071,22806,NF-589779
VIA-000646,VEI-0048,MOT-0040,GEO-0005,GEO-0021,2026-04-28 21:34:04.772839,2026-04-30 13:34:04.772839,2026-04-30 16:34:04.772839,concluida,591,32611,NF-837305
VIA-000647,VEI-0034,MOT-0041,GEO-0003,GEO-0025,2026-04-28 21:33:54.536312,2026-04-30 18:33:54.536312,2026-05-01 02:33:54.536312,concluida,2409,11490,NF-372125
VIA-000648,VEI-0089,MOT-0020,GEO-0002,GEO-0034,2026-04-28 21:34:51.485963,2026-04-30 18:34:51.485963,2026-04-30 18:34:51.485963,concluida,448,33217,NF-367377
VIA-000649,VEI-0136,MOT-0003,GEO-0002,GEO-0019,2026-04-28 21:34:45.795433,2026-04-30 12:34:45.795433,2026-04-30 16:34:45.795433,concluida,1420,8332,NF-693051
VIA-000650,VEI-0006,MOT-0116,GEO-0002,GEO-0031,2026-04-28 21:36:58.378552,2026-04-30 13:36:58.378552,2026-04-30 11:36:58.378552,concluida,429,28668,NF-886219
VIA-000651,VEI-0055,MOT-0017,GEO-0008,GEO-0027,2026-04-28 21:36:28.199335,2026-05-01 01:36:28.199335,2026-05-01 06:36:28.199335,concluida,466,1002,NF-240227
VIA-000652,VEI-0072,MOT-0054,GEO-0005,GEO-0022,2026-04-28 21:35:31.465460,2026-04-29 07:35:31.465460,2026-04-29 14:35:31.465460,concluida,1231,39432,NF-304096
VIA-000653,VEI-0094,MOT-0011,GEO-0002,GEO-0038,2026-04-28 21:35:30.801206,2026-04-29 21:35:30.801206,2026-04-29 22:35:30.801206,concluida,1633,15033,NF-201724
VIA-000654,VEI-0059,MOT-0029,GEO-0008,GEO-0021,2026-04-28 21:37:25.045837,2026-05-01 06:37:25.045837,2026-05-01 12:37:25.045837,concluida,1543,0,NF-284266
VIA-000655,VEI-0048,MOT-0098,GEO-0004,GEO-0023,2026-04-28 21:37:08.100721,2026-04-29 09:37:08.100721,2026-04-29 16:37:08.100721,concluida,1145,27509,NF-370014
VIA-000656,VEI-0121,MOT-0071,GEO-0001,GEO-0036,2026-04-28 21:38:01.041211,2026-04-29 13:38:01.041211,2026-04-29 19:38:01.041211,concluida,1554,16528,NF-517187
VIA-000657,VEI-0046,MOT-0001,GEO-0004,GEO-0029,2026-04-28 21:37:14.822188,2026-04-29 19:37:14.822188,2026-04-30 01:37:14.822188,concluida,190,17698,NF-642278
VIA-000658,VEI-0108,MOT-0005,GEO-0008,GEO-0035,2026-04-28 21:34:32.943339,2026-04-30 20:34:32.943339,2026-04-30 23:34:32.943339,concluida,1512,37757,NF-708859
VIA-000659,VEI-0017,MOT-0082,GEO-0003,GEO-0033,2026-04-28 21:34:55.074809,2026-04-30 14:34:55.074809,,em_transito,863,33210,NF-994280
VIA-000660,VEI-0147,MOT-0004,GEO-0005,GEO-0026,2026-04-28 21:37:11.456580,2026-04-30 17:37:11.456580,,em_transito,1626,2646,NF-869176
VIA-000661,VEI-0092,MOT-0117,GEO-0006,GEO-0035,2026-04-28 21:37:03.212536,2026-04-30 20:37:03.212536,2026-05-01 02:37:03.212536,concluida,2051,6396,NF-121184
VIA-000662,VEI-0039,MOT-0106,GEO-0001,GEO-0008,2026-04-28 21:35:55.036100,2026-04-30 00:35:55.036100,2026-04-30 08:35:55.036100,concluida,1669,19363,NF-642258
VIA-000663,VEI-0055,MOT-0041,GEO-0008,GEO-0021,2026-04-28 21:35:23.461782,2026-05-01 07:35:23.461782,2026-05-01 13:35:23.461782,concluida,832,17008,NF-896145
VIA-000664,VEI-0008,MOT-0053,GEO-0006,GEO-0033,2026-04-28 21:36:45.071783,2026-05-01 20:36:45.071783,,atrasada,1956,18862,NF-945793
VIA-000665,VEI-0121,MOT-0110,GEO-0001,GEO-0022,2026-04-28 21:39:23.176946,2026-04-30 06:39:23.176946,,em_transito,498,27437,NF-617988
VIA-000666,VEI-0111,MOT-0106,GEO-0003,GEO-0020,2026-04-28 21:37:48.363596,2026-04-30 02:37:48.363596,2026-04-30 05:37:48.363596,concluida,272,6302,NF-943962
VIA-000667,VEI-0035,MOT-0058,GEO-0002,GEO-0005,2026-04-28 21:35:33.168907,2026-04-30 14:35:33.168907,2026-04-30 13:35:33.168907,concluida,1299,36820,NF-541952
VIA-000668,VEI-0075,MOT-0025,GEO-0008,GEO-0005,2026-04-28 21:37:10.654453,2026-04-29 07:37:10.654453,,atrasada,187,10213,NF-755606
VIA-000669,VEI-0045,MOT-0012,GEO-0006,GEO-0035,2026-04-28 21:37:01.917940,2026-05-01 16:37:01.917940,2026-05-01 21:37:01.917940,concluida,1733,16587,NF-268488
